Domain Code,Domain,Country Code,Country,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2914","Vegetable Oils","1974","1974","kcal/capita/day","271","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2918","Vegetables","1974","1974","kcal/capita/day","42","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2919","Fruits - Excluding Wine","1974","1974","kcal/capita/day","114","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2924","Alcoholic Beverages","1974","1974","kcal/capita/day","268","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2941","Animal Products","1974","1974","kcal/capita/day","1036","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2943","Meat","1974","1974","kcal/capita/day","366","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2946","Animal fats","1974","1974","kcal/capita/day","342","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2948","Milk - Excluding Butter","1974","1974","kcal/capita/day","225","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2960","Fish, Seafood","1974","1974","kcal/capita/day","26","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2901","Grand Total","1975","1975","kcal/capita/day","3118","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2909","Sugar & Sweeteners","1975","1975","kcal/capita/day","390","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2914","Vegetable Oils","1975","1975","kcal/capita/day","269","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2918","Vegetables","1975","1975","kcal/capita/day","41","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2919","Fruits - Excluding Wine","1975","1975","kcal/capita/day","127","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2924","Alcoholic Beverages","1975","1975","kcal/capita/day","281","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2941","Animal Products","1975","1975","kcal/capita/day","1046","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2943","Meat","1975","1975","kcal/capita/day","373","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2946","Animal fats","1975","1975","kcal/capita/day","348","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2948","Milk - Excluding Butter","1975","1975","kcal/capita/day","220","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2960","Fish, Seafood","1975","1975","kcal/capita/day","27","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2901","Grand Total","1976","1976","kcal/capita/day","3190","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2909","Sugar & Sweeteners","1976","1976","kcal/capita/day","413","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2914","Vegetable Oils","1976","1976","kcal/capita/day","293","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2918","Vegetables","1976","1976","kcal/capita/day","43","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2919","Fruits - Excluding Wine","1976","1976","kcal/capita/day","123","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2924","Alcoholic Beverages","1976","1976","kcal/capita/day","292","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2941","Animal Products","1976","1976","kcal/capita/day","1064","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2943","Meat","1976","1976","kcal/capita/day","373","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2946","Animal fats","1976","1976","kcal/capita/day","360","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2948","Milk - Excluding Butter","1976","1976","kcal/capita/day","224","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2960","Fish, Seafood","1976","1976","kcal/capita/day","28","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2901","Grand Total","1977","1977","kcal/capita/day","3144","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2909","Sugar & Sweeteners","1977","1977","kcal/capita/day","391","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2914","Vegetable Oils","1977","1977","kcal/capita/day","292","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2918","Vegetables","1977","1977","kcal/capita/day","45","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2919","Fruits - Excluding Wine","1977","1977","kcal/capita/day","117","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2924","Alcoholic Beverages","1977","1977","kcal/capita/day","289","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2941","Animal Products","1977","1977","kcal/capita/day","1044","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2943","Meat","1977","1977","kcal/capita/day","377","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2946","Animal fats","1977","1977","kcal/capita/day","342","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2948","Milk - Excluding Butter","1977","1977","kcal/capita/day","219","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2960","Fish, Seafood","1977","1977","kcal/capita/day","26","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2901","Grand Total","1978","1978","kcal/capita/day","3258","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2909","Sugar & Sweeteners","1978","1978","kcal/capita/day","413","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2914","Vegetable Oils","1978","1978","kcal/capita/day","283","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2918","Vegetables","1978","1978","kcal/capita/day","46","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2919","Fruits - Excluding Wine","1978","1978","kcal/capita/day","128","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2924","Alcoholic Beverages","1978","1978","kcal/capita/day","285","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2941","Animal Products","1978","1978","kcal/capita/day","1100","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2943","Meat","1978","1978","kcal/capita/day","398","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2946","Animal fats","1978","1978","kcal/capita/day","370","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2948","Milk - Excluding Butter","1978","1978","kcal/capita/day","225","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2960","Fish, Seafood","1978","1978","kcal/capita/day","25","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2901","Grand Total","1979","1979","kcal/capita/day","3280","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2909","Sugar & Sweeteners","1979","1979","kcal/capita/day","420","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2914","Vegetable Oils","1979","1979","kcal/capita/day","279","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2918","Vegetables","1979","1979","kcal/capita/day","47","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2919","Fruits - Excluding Wine","1979","1979","kcal/capita/day","127","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2924","Alcoholic Beverages","1979","1979","kcal/capita/day","292","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2941","Animal Products","1979","1979","kcal/capita/day","1119","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2943","Meat","1979","1979","kcal/capita/day","404","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2946","Animal fats","1979","1979","kcal/capita/day","377","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2948","Milk - Excluding Butter","1979","1979","kcal/capita/day","233","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2960","Fish, Seafood","1979","1979","kcal/capita/day","26","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2901","Grand Total","1980","1980","kcal/capita/day","3278","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2909","Sugar & Sweeteners","1980","1980","kcal/capita/day","418","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2914","Vegetable Oils","1980","1980","kcal/capita/day","288","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2918","Vegetables","1980","1980","kcal/capita/day","46","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2919","Fruits - Excluding Wine","1980","1980","kcal/capita/day","126","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2924","Alcoholic Beverages","1980","1980","kcal/capita/day","290","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2941","Animal Products","1980","1980","kcal/capita/day","1107","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2943","Meat","1980","1980","kcal/capita/day","419","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2946","Animal fats","1980","1980","kcal/capita/day","337","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2948","Milk - Excluding Butter","1980","1980","kcal/capita/day","241","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2960","Fish, Seafood","1980","1980","kcal/capita/day","28","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2901","Grand Total","1981","1981","kcal/capita/day","3273","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2909","Sugar & Sweeteners","1981","1981","kcal/capita/day","424","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2914","Vegetable Oils","1981","1981","kcal/capita/day","304","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2918","Vegetables","1981","1981","kcal/capita/day","49","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2919","Fruits - Excluding Wine","1981","1981","kcal/capita/day","104","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2924","Alcoholic Beverages","1981","1981","kcal/capita/day","300","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2941","Animal Products","1981","1981","kcal/capita/day","1098","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2943","Meat","1981","1981","kcal/capita/day","419","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2946","Animal fats","1981","1981","kcal/capita/day","330","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2948","Milk - Excluding Butter","1981","1981","kcal/capita/day","240","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2960","Fish, Seafood","1981","1981","kcal/capita/day","27","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2901","Grand Total","1982","1982","kcal/capita/day","3337","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2909","Sugar & Sweeteners","1982","1982","kcal/capita/day","429","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2914","Vegetable Oils","1982","1982","kcal/capita/day","290","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2918","Vegetables","1982","1982","kcal/capita/day","48","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2919","Fruits - Excluding Wine","1982","1982","kcal/capita/day","137","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2924","Alcoholic Beverages","1982","1982","kcal/capita/day","316","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2941","Animal Products","1982","1982","kcal/capita/day","1124","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2943","Meat","1982","1982","kcal/capita/day","413","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2946","Animal fats","1982","1982","kcal/capita/day","355","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2948","Milk - Excluding Butter","1982","1982","kcal/capita/day","246","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2960","Fish, Seafood","1982","1982","kcal/capita/day","26","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2901","Grand Total","1983","1983","kcal/capita/day","3378","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2909","Sugar & Sweeteners","1983","1983","kcal/capita/day","424","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2914","Vegetable Oils","1983","1983","kcal/capita/day","285","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2918","Vegetables","1983","1983","kcal/capita/day","47","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2919","Fruits - Excluding Wine","1983","1983","kcal/capita/day","119","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2924","Alcoholic Beverages","1983","1983","kcal/capita/day","306","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2941","Animal Products","1983","1983","kcal/capita/day","1184","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2943","Meat","1983","1983","kcal/capita/day","408","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2946","Animal fats","1983","1983","kcal/capita/day","396","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2948","Milk - Excluding Butter","1983","1983","kcal/capita/day","270","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2960","Fish, Seafood","1983","1983","kcal/capita/day","27","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2901","Grand Total","1984","1984","kcal/capita/day","3391","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2909","Sugar & Sweeteners","1984","1984","kcal/capita/day","406","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2914","Vegetable Oils","1984","1984","kcal/capita/day","277","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2918","Vegetables","1984","1984","kcal/capita/day","52","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2919","Fruits - Excluding Wine","1984","1984","kcal/capita/day","129","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2924","Alcoholic Beverages","1984","1984","kcal/capita/day","292","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2941","Animal Products","1984","1984","kcal/capita/day","1187","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2943","Meat","1984","1984","kcal/capita/day","409","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2946","Animal fats","1984","1984","kcal/capita/day","395","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2948","Milk - Excluding Butter","1984","1984","kcal/capita/day","276","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2960","Fish, Seafood","1984","1984","kcal/capita/day","26","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2901","Grand Total","1985","1985","kcal/capita/day","3423","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2909","Sugar & Sweeteners","1985","1985","kcal/capita/day","423","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2914","Vegetable Oils","1985","1985","kcal/capita/day","276","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2918","Vegetables","1985","1985","kcal/capita/day","50","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2919","Fruits - Excluding Wine","1985","1985","kcal/capita/day","127","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2924","Alcoholic Beverages","1985","1985","kcal/capita/day","287","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2941","Animal Products","1985","1985","kcal/capita/day","1191","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2943","Meat","1985","1985","kcal/capita/day","418","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2946","Animal fats","1985","1985","kcal/capita/day","387","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2948","Milk - Excluding Butter","1985","1985","kcal/capita/day","279","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2960","Fish, Seafood","1985","1985","kcal/capita/day","25","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2901","Grand Total","1986","1986","kcal/capita/day","3406","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2909","Sugar & Sweeteners","1986","1986","kcal/capita/day","436","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2914","Vegetable Oils","1986","1986","kcal/capita/day","282","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2918","Vegetables","1986","1986","kcal/capita/day","51","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2919","Fruits - Excluding Wine","1986","1986","kcal/capita/day","140","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2924","Alcoholic Beverages","1986","1986","kcal/capita/day","298","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2941","Animal Products","1986","1986","kcal/capita/day","1141","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2943","Meat","1986","1986","kcal/capita/day","416","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2946","Animal fats","1986","1986","kcal/capita/day","341","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2948","Milk - Excluding Butter","1986","1986","kcal/capita/day","276","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2960","Fish, Seafood","1986","1986","kcal/capita/day","27","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2901","Grand Total","1987","1987","kcal/capita/day","3382","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2909","Sugar & Sweeteners","1987","1987","kcal/capita/day","421","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2914","Vegetable Oils","1987","1987","kcal/capita/day","282","Fc","Calculated data"
"FBS","Food Balance Sheets","79","Germany","664","Food supply (kcal/capita/day)","2918","Vegetables","1987","1987","kcal/capita/day","52","Fc","Calculated data"
